3,emb,2,correlation,Divinium (E115)&Silverstone,3,,False,19.4056
3,emb,2,correlation,Aether&Hihiirokane,4,,False,17.90425
3,emb,3,correlation,Eridium&Harbenite&Scrith,5,,False,6.83557
3,emb,3,correlation,Celestial Bronze&Supermanium&The Core,6,,False,0
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
3,non,2,correlation,Horonium&Radianite,1,Horonium&Radianite,True,60.63765
3,non,2,correlation,Seastone&Space Titanium,2,Seastone&Space Titanium,True,83.44575
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
3,emb,2,correlation,Divinium (E115)&Silverstone,3,Divinium (E115)&Silverstone,True,49.68193
3,emb,2,correlation,Aether&Hihiirokane,4,Aether&Hihiirokane,True,16.44587
3,emb,3,correlation,Eridium&Harbenite&Scrith,5,Arsonium&Atium&Eridium,False,149.9751
3,emb,3,correlation,Celestial Bronze&Supermanium&The Core,6,,False,5.126539
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
3,non,2,correlation,Horonium&Radianite,1,Afraidium&Versamina,False,13.17353
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
3,non,2,correlation,Horonium&Radianite,1,Afraidium&Versamina,False,7.696734
3,non,2,correlation,Seastone&Space Titanium,2,Bonnevillium&Seastone,False,3.101153
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
3,emb,2,correlation,Divinium (E115)&Silverstone,3,Divinium (E115)&Taydenite,False,37.71133
3,emb,2,correlation,Aether&Hihiirokane,4,Collapsium&Phostlite,False,1.834407
3,emb,3,correlation,Eridium&Harbenite&Scrith,5,Arsonium&Eridium&Scrith,False,10.52973
3,emb,3,correlation,Celestial Bronze&Supermanium&The Core,6,Celestial Bronze&Supermanium&The Core,True,2.234638
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
