ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Horonium,False,16.82558
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Afraidium,False,6.170561
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium,False,7.704302
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Horonium,False,3.401959
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium&Versamina,False,8.562243
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium&Afraidium,False,11.48897
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Afraidium&Horonium,False,11.26829
4,emb,3,correlation,Seastone&Space Titanium,2,Bonnevillium&Seastone,False,3.538184
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium&Radianite&Versamina,False,19.87859
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium&Afraidium&Versamina,False,171.3659
4,emb,3,correlation,Seastone&Space Titanium,2,Bonnevillium&Seastone&Space Titanium,False,3.738663
4,emb,2,correlation,Divinium (E115)&Silverstone,3,Dark Metal&Divinium (E115),False,1.47338
4,emb,2,correlation,Aether&Hihiirokane,4,Collapsium&Phostlite,False,1.251034
4,emb,3,correlation,Eridium&Harbenite&Scrith,5,Arsonium&Eridium&Scrith,False,3.126991
4,emb,3,correlation,Celestial Bronze&Supermanium&The Core,6,Celestial Bronze&Supermanium&The Core,True,3.098773
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium&Afraidium&Versamina,False,19.19667
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium&Radianite&Versamina,False,34.15667
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Afraidium&Horonium&Radianite,False,21.75471
4,emb,3,correlation,Seastone&Space Titanium,2,Seastone&Space Titanium&Valkyrium,False,4.878384
4,emb,2,correlation,Divinium (E115)&Silverstone,3,Dark Metal&Divinium (E115),False,3.405445
4,emb,2,correlation,Aether&Hihiirokane,4,Aether&Phostlite,False,14.11338
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium&Horonium&Versamina,False,9.237397
4,emb,3,correlation,Seastone&Space Titanium,2,Orichalcum&Space Titanium&Valkyrium,False,9.846881
4,emb,2,correlation,Divinium (E115)&Silverstone,3,Dark Metal&Divinium (E115),False,1.837687
