,Silverstone,Ceratanium,Taydenite,Divinium (E115),Dark Metal
20,2.178579658299738,0.7133744499386352,0.6642487896592021,2.2760081977366955,0.3362387408246852
21,0.4850533515437194,-0.18419215738834244,0.12698043261401046,0.6727839450876788,0.23199327061303354
22,-0.12187283848818839,-0.2929107018049465,-0.4828497747451221,-0.17638814813400008,1.34277531632118
23,-0.16879293351487784,-0.3406814378954308,1.6830954175410326,0.4751723537318904,0.36624916274326536
24,0.9352690417335875,-1.7457206176611515,-0.8699066342510575,1.6075377793797005,-1.040063180479617
25,-0.6587662739030018,0.4301462883556198,-0.4031581478217503,-0.4576686579025889,-0.3910791946260794
26,-1.3648877967273354,-0.8028618515268342,0.560804183481676,-1.1511878511260913,1.2707694796399236
27,-0.3847305693292893,-0.4519449145165166,1.4857069206779534,-0.14198111624967666,1.582012370025228
28,0.7059660838661764,-0.10979158039611865,0.9633406265370793,0.37331559305596945,1.0713599998375942
29,0.0626988861025633,0.4712253884045361,0.2401396796241329,0.05663411752508893,0.6392960242509165
30,-0.4352623334731497,1.219402429917713,0.02235355504263882,-0.9722246169662756,-0.6688003601474742
31,-1.24105343448252,-0.7180031907481542,0.5249302331528548,-0.6710029427146844,0.16368654169964098
32,0.8114335327231833,0.0026060266364018635,0.6862514316034728,0.5303656466759383,0.10890630653825024
33,0.36206990161702307,0.4228816187662652,0.743771467400706,0.6983080559188946,-0.6096067078569694
34,1.2057146226620037,1.2895317219246987,0.5310770975007775,1.543976278659025,0.7100350368907444
35,-0.6260325978644466,-0.9910661336692264,-0.14327710357762613,-0.6440389590662488,-1.7334640921178448
36,-0.6672288931647794,0.5726898554322697,-0.3801640368627684,-0.6971862279963346,-0.035791077351165
37,-0.5899449997509177,0.9766533512933218,-0.7969905185744989,-0.807048060469888,-0.43870874657153863
38,0.519718787892515,0.3800596404194067,1.0487114883121487,0.8283428071020587,-0.6326875341853805
39,1.4047474022847204,-2.1950575424542893,0.8235654877842,1.3798625779102058,-0.5997781298772524
40,-0.6342435081856027,-0.25077351771982404,-1.160501139001322,-0.9694749171014125,-0.22581653317906392
41,1.8533875433651967,-0.4499503236993241,1.4959517827275486,2.0918894694727252,-0.17718958581796238
42,1.4564024838610974,0.6479338060163905,-1.3352749867021654,0.8993802636422228,1.3100514226645041
43,-0.043926511310241764,-0.2227042035962061,1.7761865312033434,0.5960229076934354,1.6731188848294243
44,-2.3754998310847015,0.39157980450518737,-0.8511831752222114,-2.3446263108389758,0.5730171740824483
45,-1.5275058124826313,0.5527170265129393,0.5401195686650319,-1.8863378096798429,0.13071290759911233
46,-0.5707030329353993,1.4535622932225318,0.8751281829029599,-0.7119303702680637,-0.04229319692044674
47,-2.671048117649706,-1.232347418819245,-2.2028923362789095,-2.7828203329886776,0.18986725125943485
48,-0.954376518698086,-1.1289290595574726,-0.5262410013482304,-0.5396554585644889,-0.14336295231912372
49,-0.5236911869463545,0.023311946638270162,-0.7116787195476375,-0.7316348842821339,-0.41949943958616037
50,0.2980792402818686,-3.7491245385648764,-0.7581921406742387,0.40628847502983567,-1.1523056321537555
51,-1.3253287829373586,-1.6283602535388508,0.14390828868030464,-1.0201908610591488,-0.3055010195550609
52,-1.1475036097245956,0.8200349603229952,-0.7896719223540226,-1.1512888457721409,-1.0928876605743068
53,-0.14227767744786837,1.1075666889971132,0.49135505570807,-0.36923506288705027,-0.18357155167258588
54,0.9093730871836431,-0.7015121876775708,-0.1945170474103625,1.0651895524604982,-0.4582834317049724
55,-1.1084579150806155,0.6342272222748863,-0.5218824583048475,-0.5206342626856922,-0.4055053287752008
56,0.8439393865005537,0.2758192982926864,-0.7196353308338862,1.1935563197615626,1.4982446414212847
57,-0.6075370924574643,-1.2573717071241115,0.7687174179785797,-0.09446062356271206,-2.1688011588813403
58,-1.5038245442795046,0.8064815102689781,1.2516540400473175,-1.5836106571200115,0.488199043615326
59,-0.833255202277709,0.24005607341021426,-0.4343392661482378,-1.2473720945970153,-0.5874631658145406
60,0.6704758416588786,-1.1636501005397786,0.4150769307640341,0.404165758241524,-0.2886766581067144
61,1.1150258362874068,-1.5422659910161256,-1.0681250083841143,1.55420356055199,-0.03271987401111482
62,0.7754053705403285,-0.9905686728215777,1.8480021290750244,0.8348392715202204,-0.2536496327283844
63,-0.01024568658642424,-1.1229964856183374,1.8677759663864713,-0.8431137191809669,-0.110867490898747
64,0.3401410777407423,-0.7204293713752855,1.8766947665901477,0.10008773161695131,-0.2946985835051659
65,-1.234032219963889,-0.7133807475342329,-0.6562445166134017,-1.318882864361364,1.395265947458758
66,1.3536643620783584,0.6553829512200878,-0.9341734918674227,0.7769306272795887,-0.8015116745877179
67,0.2886455841613635,-0.6117830373633389,0.11769474040159499,0.5413528933323719,0.01856866674382735
68,1.1931951909037004,-0.7150041128395108,-0.4445833850336084,0.9768951887039848,1.0774808499149884
69,0.15882815229305727,-0.6640957677130451,-0.38382013225529815,-0.06424050561920913,-0.08637528607311838
70,-0.2959098486476293,0.8401884250580187,1.2264828544293551,-0.6141974152673566,0.19210294302138772
71,1.9842484664778381,1.8049884679192458,0.4465570082021904,1.6105923759032366,-0.4489066048631709
72,0.32065569104003916,-0.671772968178906,-0.5064268041605129,0.46970693942423913,-1.0466508100754288
73,-0.9330379250543288,0.7454286151204456,1.176413849219341,-1.3911763059027837,0.5078004386172491
74,1.0161078953216418,0.7437054430205591,-1.334688939037633,0.9853071818477765,0.6004520239708568
75,0.11467223485011269,-1.460601140861798,0.1648518421527695,0.051536567935796994,1.0599337766885122
76,-0.5307118842580205,-2.8003705547867432,-1.8441212390116761,-1.1522020279487146,0.004954230806686001
77,-0.01601609289863979,1.5145675951801951,0.7832152105182129,0.2701453592813208,0.005299921784179135
78,-0.42686377116395696,1.15769041530737,-0.4353240050249845,-0.644689195080605,-1.0345069687966177
79,0.19168798746945484,-0.6519564388716109,-0.7441311124157062,-0.03675517462992345,1.2390746263625056
80,1.052898446398613,-1.0156817047289086,-0.337467757217293,1.1717594728604923,0.7080174601272083
81,0.6946777243773467,-0.5337189755993256,-1.3149450385603245,0.7254142485547491,-0.4564436331724919
82,1.045795627632562,-0.7545054065511573,0.008915179700645572,1.2682910320218084,0.6172371139855047
83,0.2755239115175164,-2.197497289711489,0.6962968458510724,0.08196107019305532,0.17495794025296232
84,-0.35342828555114086,0.18139263994468702,0.7849914216392869,-0.2782734770449154,-0.5353574709917267
85,-1.3273576877155457,0.39331190963965373,-0.2637624308881864,-0.9217471326666834,-1.1682017000354588
86,-0.7354837524704114,-0.16780729905788985,-0.1278444399836789,-0.639574560359657,-0.9731767660451562
87,1.1268337234715327,-0.7357185614843135,-0.46842571715732667,1.5097892486053042,0.06899722769369912
88,-0.4384910681554158,1.3045666856300255,1.1589481058849886,0.011181297185912153,-0.1525884252537978
89,-0.5072116656253556,-0.6919602578591417,0.47788953999510775,-0.8242457790834505,-0.7308237138115653
90,0.3626347474187489,-0.17308987642125812,-0.15445658236301693,0.015485973243707929,-1.083109585012597
91,0.9651680924277671,-0.6371693263744359,-1.7461901347765545,0.8983996175445094,-0.8241410395368949
92,1.1545836461012722,-1.7954210007191573,-0.4771773342554976,0.6381752550013848,-0.16629034936240278
93,-1.0920952495770953,0.5654418336400389,-1.909168991803589,-0.49243193843207644,0.4587696507482543
94,0.7613533451811945,1.6945645421485662,-0.6178698282942654,0.8836542207133283,-0.27510745809162873
95,-0.8530976723865273,0.5633724439097784,-1.4062079957276044,-0.7109822639240194,-1.2862745338357484
96,-1.0041913320236135,0.42703965550932066,0.5268695868970618,-1.4422450330004668,-0.5316043362672163
97,0.579437963960567,-0.5339389215464039,0.7414151951880658,0.6265234235462621,1.3123392266197635
98,-1.054797766627048,1.0768703556084034,0.2809755665005178,-0.9062940914452385,1.8058815999418325
99,0.847272926125235,-0.9946979735956747,-0.609386837340734,0.26611995454736637,-0.05632695180716992
